id_proposta,id_cliente,codigo_fipe,score_credito,renda_mensal,percentual_entrada
228418,77229,065002-1,970,11037.51,0.35
228419,12590,023013-8,567,6863.38,0.14
228420,40870,012005-7,740,9526.04,0.35
228421,19534,003327-8,870,17858.38,0.3
228422,17921,035125-3,304,14958.66,0.37
228423,11691,021234-2,396,28280.5,0.33
228424,52042,307004-2,788,14239.07,0.36
228425,61209,017008-9,354,22255.82,0.17
228426,78440,093003-2,472,24761.74,0.1
228427,63603,002073-7,640,21317.5,0.55
228428,54377,004491-1,788,5851.63,0.42
228429,49705,001579-2,807,19520.58,0.69
228430,28764,002105-9,499,14393.68,0.61
228431,83744,035098-2,681,12013.54,0.51
228432,25783,024195-4,569,17737.9,0.57
228433,18515,011140-6,431,8257.56,0.55
228434,12070,005156-0,335,5418.94,0.69
228435,92850,008251-1,947,4247.76,0.57
228436,23771,023048-0,332,4409.56,0.66
228437,74206,005284-1,361,29422.55,0.62
228438,93364,024210-1,443,17582.85,0.62
228439,30936,095007-6,511,29920.7,0.56
228440,27905,023060-0,573,4717.04,0.3
228441,13098,003014-7,911,24601.42,0.18
228442,37020,011247-0,468,21241.12,0.45
228443,67272,024176-8,319,29142.05,0.28
228444,61339,024185-7,508,18047.99,0.32
228445,94488,005304-0,940,23456.0,0.41
228446,20985,011070-1,596,18921.32,0.37
228447,18283,024166-0,679,7254.1,0.34
228448,56323,005149-7,520,7489.14,0.2
228449,47708,004133-5,763,25864.62,0.15
228450,80298,005013-0,402,8087.75,0.48
228451,15054,005157-8,623,20852.73,0.69
228452,88812,080011-2,334,18285.62,0.64
228453,81317,024139-3,560,14753.67,0.49
228454,73304,010020-0,443,29168.01,0.44
228455,26471,025078-3,982,24613.26,0.65
228456,93561,033156-2,711,26279.31,0.61
228457,80949,005193-4,525,16237.71,0.41
228458,82956,066002-7,671,22899.96,0.65
228459,49678,023105-3,953,29404.67,0.39
228460,64325,022010-8,514,14901.4,0.34
228461,36527,060011-3,992,15903.2,0.19
228462,53250,003184-4,491,14055.7,0.66
228463,22029,021552-0,875,22332.77,0.43
228464,51583,022041-8,466,6361.77,0.12
228465,79368,029082-3,472,15553.07,0.13
228466,78147,014028-7,352,17361.94,0.45
228467,18353,025002-3,892,20716.1,0.68
228468,69336,002031-1,380,3736.24,0.51
228469,53042,001479-6,953,15968.37,0.15
228470,50996,025061-9,978,28166.44,0.31
228471,86604,033208-9,423,8079.5,0.45
228472,65918,008264-3,325,9506.58,0.5
228473,78882,025139-9,739,21944.02,0.24
228474,46822,001140-1,841,5896.64,0.33
228475,58760,001245-9,483,19731.99,0.11
228476,14200,014045-7,610,20922.55,0.14
228477,57259,005035-0,847,14296.79,0.1
228478,18527,021152-4,824,14512.45,0.41
228479,20535,003449-5,725,26389.94,0.45
228480,27944,014058-9,888,18995.72,0.16
228481,50290,009006-9,777,9222.43,0.11
228482,79700,005126-8,912,11239.82,0.34
228483,22438,009198-7,608,23674.64,0.4
228484,74344,001232-7,429,29719.11,0.5
228485,98640,091014-7,794,24575.81,0.45
228486,68005,007011-4,581,27026.45,0.51
228487,80388,003314-6,967,25755.2,0.29
228488,82249,021050-1,486,9737.35,0.22
228489,71083,014055-4,876,16681.58,0.53
228490,78719,005018-0,480,26867.75,0.64
228491,41354,002136-9,418,3807.73,0.11
228492,83568,021381-0,736,27180.38,0.6
228493,89811,008246-5,814,7884.47,0.57
228494,28793,023094-4,522,4353.28,0.24
228495,47066,018106-4,545,23601.05,0.12
228496,94454,017037-2,732,29986.42,0.22
228497,81135,021375-6,622,13732.28,0.55
228498,42771,003310-3,570,17836.64,0.36
228499,23440,033039-6,396,9799.06,0.37
228500,21289,021264-4,637,22156.33,0.35
228501,59178,015105-0,874,16640.58,0.25
228502,80697,091003-1,442,25247.9,0.23
228503,76500,018084-0,813,24465.18,0.19
228504,91478,003482-7,378,15413.04,0.12
228505,59223,021004-8,473,19348.92,0.1
228506,48369,015160-2,488,25702.92,0.27
228507,24184,025325-1,763,8066.25,0.65
228508,78483,033172-4,323,16296.37,0.59
228509,81774,023015-4,395,10262.2,0.55
228510,23156,003388-0,560,24351.17,0.11
228511,12411,002116-4,355,29417.98,0.39
228512,25674,009260-6,418,19650.96,0.18
228513,18308,003275-1,353,22306.12,0.68
228514,78460,021439-6,963,18718.67,0.39
228515,10576,003034-1,475,8282.93,0.65
228516,24641,023103-7,577,18217.45,0.14
228517,84499,001168-1,764,22005.86,0.3
228518,99827,005202-7,830,16147.2,0.16
228519,60907,020017-4,441,19333.21,0.32
228520,51139,001229-7,566,19991.54,0.27
228521,94325,033176-7,341,9319.18,0.35
228522,49651,009210-0,461,17980.44,0.55
228523,67315,009053-0,413,19100.04,0.69
228524,25658,025096-1,554,22148.14,0.59
228525,48907,024020-6,385,27513.77,0.4
228526,89720,003392-8,741,20660.54,0.2
228527,73917,024039-7,566,9934.66,0.51
228528,41747,025239-5,477,14603.87,0.51
228529,88501,025304-9,558,5433.23,0.66
228530,86029,005535-2,695,6905.33,0.18
228531,62140,015008-8,340,24382.49,0.12
228532,64936,008302-0,433,3508.5,0.48
228533,36178,023086-3,822,19322.21,0.61
228534,77750,004461-0,693,29988.41,0.33
228535,18000,001405-2,393,17049.81,0.34
228536,18065,060009-1,858,8248.84,0.11
228537,72404,025336-7,751,5705.55,0.24
228538,11085,008192-2,577,11648.31,0.46
228539,59325,004342-7,539,6997.44,0.45
228540,79068,035032-0,706,29814.91,0.26
228541,72063,002021-4,332,17947.9,0.23
228542,27622,018089-0,691,21056.15,0.21
228543,73902,024097-4,542,20035.63,0.54
228544,14834,021425-6,379,17554.55,0.62
228545,95733,002173-3,543,21363.16,0.49
228546,22008,015087-8,417,17870.09,0.54
228547,88498,001288-2,375,14570.89,0.54
228548,57229,029074-2,669,11695.27,0.59
228549,18012,073017-3,426,16749.08,0.61
228550,61125,022126-0,791,3513.72,0.57
228551,95702,004266-8,365,28154.86,0.52
228552,94164,082004-0,763,12087.69,0.23
228553,19849,023191-6,586,20664.34,0.58
228554,51372,021262-8,456,13724.7,0.53
228555,23767,009255-0,944,28017.53,0.26
228556,90647,025306-5,578,10524.26,0.63
228557,49989,065003-0,976,25888.55,0.43
228558,50582,017084-4,372,8298.8,0.13
228559,54370,021350-0,992,28379.62,0.41
228560,55052,004533-0,376,25441.21,0.57
228561,55289,003195-0,847,16879.19,0.24
228562,31565,021361-6,605,19359.29,0.31
228563,63164,014096-1,543,17782.26,0.57
228564,78125,021249-0,707,22938.12,0.2
228565,60281,021006-4,847,5966.66,0.13
228566,67988,008145-0,437,15114.79,0.3
228567,85285,005171-3,348,14462.46,0.6
228568,98219,008251-1,688,14052.42,0.26
228569,80037,025115-1,476,25019.55,0.52
228570,33423,021260-1,733,14332.11,0.22
228571,94693,005194-2,602,16096.62,0.11
228572,94705,015097-5,923,28134.98,0.24
228573,98860,001571-7,820,28298.73,0.2
228574,11706,034013-8,390,13033.02,0.19
228575,61753,025098-8,558,10986.07,0.58
228576,51334,071027-0,563,18282.01,0.46
228577,77148,021407-8,485,16160.73,0.64
228578,92374,015162-9,319,4669.46,0.16
228579,60627,035126-1,501,12183.63,0.37
228580,25546,004165-3,443,26195.33,0.41
228581,58735,001543-1,823,3881.46,0.59
228582,84581,033214-3,353,8422.61,0.41
228583,35299,003017-1,936,13090.09,0.24
228584,76927,002200-4,917,14164.77,0.59
228585,53347,005386-4,799,28982.46,0.22
228586,51221,011037-0,494,17769.87,0.4
228587,50776,026002-9,692,7660.94,0.52
228588,25948,017050-0,842,27351.49,0.26
228589,35118,005098-9,448,27109.98,0.42
228590,89693,035050-8,370,4251.13,0.51
228591,27021,066011-6,585,3399.63,0.13
228592,83892,009151-0,346,20093.34,0.19
228593,67964,003284-0,402,23671.37,0.38
228594,58215,005289-2,793,17739.36,0.16
228595,11223,011072-8,904,9714.89,0.58
228596,46110,035108-3,675,17312.5,0.62
228597,31526,003138-0,830,22948.52,0.18
228598,84392,003455-0,821,22401.11,0.63
228599,48829,057053-2,589,21907.44,0.12
228600,89068,015042-8,532,15123.63,0.19
228601,61862,024010-9,827,8478.37,0.69
228602,96281,004349-4,366,24968.74,0.6
228603,30336,021351-9,842,3218.15,0.6
228604,40796,018096-3,810,28979.95,0.39
228605,37167,004419-9,834,19707.68,0.39
228606,76416,004021-5,551,9671.95,0.37
228607,26818,005212-4,646,7796.95,0.44
228608,48892,008080-2,496,3531.7,0.26
228609,34488,021139-7,452,3213.7,0.23
228610,47952,005080-6,886,26098.82,0.32
228611,93904,029069-6,414,18285.04,0.25
228612,23223,005285-0,884,27930.88,0.24
228613,71457,029140-4,899,18752.04,0.24
228614,40261,005079-2,507,12524.62,0.23
228615,69966,031028-0,877,27977.26,0.49
228616,85520,022102-3,493,11235.73,0.55
228617,78334,022125-2,895,15676.7,0.57
228618,17603,025183-6,801,4192.58,0.62
228619,87240,008122-1,627,9653.18,0.4
228620,44261,011131-7,570,27193.56,0.56
228621,25707,005356-2,643,24396.73,0.6
228622,28009,002108-3,681,8449.58,0.51
228623,69763,003204-2,491,21309.29,0.56
228624,62169,021539-2,536,12291.37,0.28
228625,28231,005188-8,332,24062.95,0.25
228626,13246,024175-0,520,3442.41,0.35
228627,68882,021271-7,300,22484.69,0.49
228628,39825,025104-6,901,8332.85,0.12
228629,25925,008027-6,987,26288.31,0.28
228630,11316,033175-9,367,15383.32,0.57
228631,69063,015077-0,941,22215.97,0.23
228632,93870,022071-0,688,28242.43,0.39
228633,12026,080013-9,881,8312.17,0.41
228634,77083,005045-8,996,21744.67,0.42
228635,25289,004491-1,674,6526.14,0.37
228636,58886,004326-5,522,15417.65,0.55
228637,75020,004437-7,838,7679.04,0.26
228638,49279,022222-4,604,26752.04,0.56
228639,97705,004312-5,522,11083.73,0.47
228640,95643,024288-8,591,15380.78,0.28
228641,37279,017055-0,828,22970.21,0.65
228642,28356,022219-4,416,15127.26,0.18
228643,72535,004116-5,534,11868.33,0.46
228644,75200,008173-6,550,13532.94,0.24
228645,40043,025222-0,570,19776.87,0.53
228646,22795,071053-9,769,27492.43,0.17
228647,92536,060005-9,697,17370.98,0.3
228648,96435,005446-1,762,6595.95,0.68
228649,97111,005342-2,939,10983.61,0.56
228650,71513,021070-6,544,27460.35,0.25
228651,32158,009039-5,744,8526.35,0.59
228652,58630,025166-6,877,9509.03,0.22
228653,29005,024258-6,967,27259.63,0.22
228654,94013,025189-5,871,6039.24,0.67
228655,95096,004354-0,305,12253.79,0.41
228656,50252,004291-9,725,23025.92,0.14
228657,55176,004255-2,431,25780.22,0.55
228658,95490,004228-5,303,28783.38,0.61
228659,94066,016033-4,560,14671.81,0.35
228660,10705,065008-0,553,18878.09,0.59
228661,61510,022164-3,647,11207.72,0.14
228662,56293,009060-3,493,26286.02,0.15
228663,54420,073010-6,387,8494.26,0.53
228664,30152,002134-2,623,18842.95,0.57
228665,69278,071046-6,851,7076.33,0.12
228666,65130,021200-8,681,10108.49,0.67
228667,77855,024079-6,519,7166.44,0.32
228668,70216,003159-3,890,7114.81,0.55
228669,83699,091001-5,609,18972.16,0.57
228670,97141,008183-3,769,8986.8,0.7
228671,10209,003143-7,493,5308.65,0.43
228672,14834,035073-7,883,12499.79,0.18
228673,41512,027033-4,681,14628.47,0.19
228674,72485,093013-0,591,4506.14,0.37
228675,61959,020025-5,869,18783.27,0.18
228676,87982,015083-5,499,12641.56,0.69
228677,79498,015129-7,579,15817.34,0.28
228678,23028,009253-3,885,24241.75,0.3
228679,61542,028054-2,785,25206.0,0.11
228680,31903,001062-6,441,19347.45,0.29
228681,21717,005492-5,596,16850.15,0.18
228682,40545,003157-7,324,18385.63,0.21
228683,45212,003396-0,736,23432.54,0.68
228684,51100,029120-0,731,23307.29,0.45
228685,67635,002152-0,324,25467.45,0.22
228686,62016,033071-0,471,18007.45,0.46
228687,45375,035077-0,385,23342.49,0.41
228688,30320,001009-0,546,20189.95,0.65
228689,29301,021129-0,729,8475.47,0.42
228690,61370,004280-3,367,17533.02,0.35
228691,93717,016012-1,319,3324.48,0.46
228692,19168,001236-0,838,11498.31,0.54
228693,78109,021259-8,706,19199.63,0.47
228694,28973,073002-5,850,6760.32,0.56
228695,46051,010022-6,474,7843.61,0.51
228696,52759,089020-0,409,6234.23,0.59
228697,96337,015185-8,634,18346.08,0.21
228698,94343,016030-0,635,28725.65,0.68
228699,77426,021460-4,722,22011.02,0.47
228700,29951,002225-0,617,11680.93,0.44
228701,80911,025094-5,553,8194.2,0.48
228702,41305,009130-8,469,19526.96,0.22
228703,91115,013015-0,919,28129.05,0.53
228704,85406,015112-2,901,27354.46,0.67
228705,94067,017015-1,485,6096.31,0.31
228706,19109,025224-7,930,15964.65,0.21
228707,36842,003465-7,325,23357.96,0.64
228708,20716,003097-0,434,18638.54,0.16
228709,93726,005381-3,492,20857.33,0.59
228710,58585,003111-9,628,10437.87,0.4
228711,56408,023129-0,514,21877.13,0.31
228712,46530,005063-6,610,17788.62,0.51
228713,75385,015244-7,924,13756.23,0.29
228714,69730,028064-0,634,7524.73,0.65
228715,85623,028034-8,829,7957.72,0.4
228716,87658,004560-8,488,9853.23,0.37
228717,40898,011075-2,355,25545.51,0.42
228718,73908,078004-9,663,13881.74,0.11
228719,91377,015024-0,382,7006.24,0.46
228720,67392,001285-8,540,13236.44,0.17
228721,85578,008140-0,402,17777.55,0.17
228722,36505,007005-0,796,15564.5,0.59
228723,98830,005419-4,581,11831.1,0.32
228724,16173,001080-4,548,7708.7,0.57
228725,94052,001114-2,680,12500.84,0.31
228726,16932,015022-3,756,24874.47,0.49
228727,93445,023080-4,449,13259.2,0.21
228728,40241,005278-7,362,9401.49,0.51
228729,26712,003517-3,342,12892.96,0.29
228730,78193,022036-1,887,16918.39,0.31
228731,39105,009197-9,781,8489.79,0.24
228732,40382,004119-0,685,27296.78,0.3
228733,97892,021181-8,864,26496.29,0.11
228734,64520,025201-8,407,15467.02,0.7
228735,29589,004332-0,843,11950.51,0.33
228736,49601,001109-6,544,3545.96,0.4
228737,99452,008089-6,554,18248.63,0.69
228738,50675,012005-7,593,25035.67,0.16
228739,44366,002059-1,431,23590.3,0.18
228740,13851,033227-5,893,27050.1,0.14
228741,17582,022180-5,340,26562.88,0.31
228742,50591,011204-6,859,6707.35,0.6
228743,80143,004362-1,694,27916.76,0.6
228744,15507,028082-8,744,4114.99,0.34
228745,15934,071022-9,369,9069.03,0.12
228746,51971,025220-4,552,18484.79,0.4
228747,97488,015134-3,947,29149.71,0.53
228748,14659,004274-9,958,24687.77,0.26
228749,14398,001408-7,944,21052.36,0.3
228750,16242,016029-6,531,26451.05,0.69
228751,38620,003334-0,517,28051.23,0.42
228752,20796,009015-8,580,29041.26,0.16
228753,57145,005293-0,948,18243.02,0.21
228754,57543,021079-0,398,3084.53,0.15
228755,73814,015235-8,877,20073.21,0.52
228756,61175,009279-7,343,19424.67,0.1
228757,47275,005067-9,580,10434.13,0.13
228758,23937,021173-7,399,7614.1,0.7
228759,29569,008076-4,527,21007.66,0.1
228760,71947,025273-5,439,24363.94,0.65
228761,22343,009017-4,584,17113.54,0.5
228762,66875,028079-8,695,3292.62,0.65
228763,56803,015131-9,939,3009.73,0.3
228764,74863,004522-5,760,29516.66,0.13
228765,74840,001136-3,544,22174.76,0.22
228766,69937,004422-9,978,19966.56,0.45
228767,87069,001150-9,354,11198.28,0.68
228768,59347,022220-8,594,15652.51,0.54
228769,41132,022073-6,779,10570.52,0.38
228770,41356,029124-2,991,27649.89,0.13
228771,25438,005369-4,456,27743.19,0.55
228772,36366,001414-1,981,4886.67,0.7
228773,89504,001005-7,439,28869.21,0.62
228774,27490,015026-6,842,17146.21,0.63
228775,29173,040002-5,929,18084.24,0.46
228776,20376,001112-6,415,26021.89,0.6
228777,96704,023037-5,994,9663.37,0.25
228778,76254,008258-9,443,23963.19,0.12
228779,46763,001544-0,702,16979.33,0.22
228780,75841,004398-2,997,8270.9,0.35
228781,97350,021116-8,891,7725.16,0.49
228782,51347,001203-3,520,29208.89,0.36
228783,51684,008087-0,456,3286.38,0.2
228784,40711,003095-3,992,19689.67,0.43
228785,24177,022209-7,627,12584.13,0.6
228786,55970,035024-9,697,25730.61,0.15
228787,34570,025057-0,829,10725.38,0.15
228788,45364,008202-3,563,6543.28,0.59
228789,57609,003084-8,799,29216.85,0.16
228790,28819,003016-3,715,4834.85,0.21
228791,67522,002177-6,658,16533.32,0.6
228792,41391,024188-1,525,22514.2,0.23
228793,25788,028073-9,668,27726.34,0.42
228794,61055,001422-2,954,12421.67,0.63
228795,85432,015243-9,573,25482.99,0.59
228796,96095,025169-0,695,7615.07,0.69
228797,33565,005170-5,313,29164.04,0.26
228798,96462,023077-4,613,13654.74,0.39
228799,72205,023166-5,402,15989.67,0.32
228800,23376,033008-6,382,8099.0,0.26
228801,31875,008070-5,702,27957.61,0.55
228802,57606,033121-0,337,22697.96,0.47
228803,88393,004541-1,875,19751.23,0.65
228804,72996,015046-0,858,25789.46,0.2
228805,11283,015050-9,367,6022.39,0.41
228806,90456,033115-5,773,21166.12,0.28
228807,75783,001572-5,960,4045.0,0.47
228808,82178,003005-8,591,29634.18,0.59
228809,73533,025040-6,557,24777.99,0.14
228810,27365,016063-6,828,25991.64,0.24
228811,27949,025198-4,725,6369.83,0.11
228812,43503,033144-9,818,25305.16,0.35
228813,86387,016020-2,764,21666.02,0.49
228814,89942,001207-6,876,6132.25,0.25
228815,24928,025335-9,855,9083.01,0.58
228816,26832,004171-8,957,29306.83,0.13
228817,17534,001015-4,970,27291.87,0.11
228818,11835,021392-6,506,25454.28,0.54
228819,80251,002116-4,427,7774.92,0.59
228820,43381,003391-0,782,3510.2,0.36
228821,98154,008262-7,378,22522.36,0.38
228822,64780,008304-6,609,18646.07,0.24
228823,76412,024002-8,981,6677.47,0.17
228824,19325,001185-1,502,18614.17,0.48
228825,39446,034007-3,508,22550.61,0.37
228826,77166,009173-1,437,14937.6,0.56
228827,70662,001314-5,947,12235.21,0.31
228828,90249,001361-7,304,7307.31,0.52
228829,66525,015202-1,756,17751.19,0.58
228830,20584,022057-4,309,24497.61,0.29
228831,13901,001274-2,901,28903.99,0.6
228832,66203,025115-1,580,26714.63,0.43
228833,91986,024171-7,947,8508.93,0.17
228834,97597,004278-1,354,26223.45,0.2
228835,90850,021463-9,930,29036.91,0.5
228836,12090,001423-0,990,23548.98,0.53
228837,36852,024249-7,420,6736.7,0.48
228838,32454,071030-0,329,7903.88,0.41
228839,65084,022076-0,309,26056.04,0.33
228840,87243,011162-7,664,25985.8,0.33
228841,68566,009106-5,925,27621.5,0.7
228842,69888,028038-0,855,24355.31,0.7
228843,43823,048002-9,438,28390.58,0.23
228844,42007,028083-6,857,11058.04,0.69
228845,24141,020006-9,344,11176.59,0.68
228846,22746,004260-9,804,26586.73,0.34
228847,13347,004395-8,594,6258.65,0.11
228848,19361,034005-7,478,3416.71,0.35
228849,14101,021383-7,749,6635.59,0.26
228850,58095,033005-1,962,21539.02,0.7
228851,51453,021550-3,816,4861.71,0.69
228852,42668,031028-0,971,14109.81,0.65
228853,27747,009100-6,683,11910.31,0.43
228854,25009,024255-1,730,20606.89,0.56
228855,99187,005502-6,476,27223.45,0.29
228856,11056,021353-5,389,27941.48,0.59
228857,42910,004445-8,564,4974.76,0.55
228858,87043,022126-0,354,22370.59,0.32
228859,31215,001339-0,695,13375.67,0.55
228860,66951,089009-0,946,10208.82,0.49
228861,40375,011051-5,328,22167.96,0.12
228862,20076,004339-7,982,3123.86,0.45
228863,45249,001264-5,879,11542.2,0.46
228864,85618,071014-8,642,6501.2,0.62
228865,50664,014028-7,542,4512.39,0.14
228866,95045,009185-5,328,9993.12,0.41
228867,68285,074005-5,987,11403.58,0.42
228868,68959,028032-1,466,5849.93,0.5
228869,82586,003262-0,695,22766.0,0.62
228870,48779,035135-0,375,28124.66,0.43
228871,69312,004102-5,509,28266.77,0.32
228872,58098,002116-4,510,24252.2,0.34
228873,21414,004064-9,879,17298.71,0.53
228874,46918,009027-1,738,17538.16,0.22
228875,25876,025187-9,703,23280.3,0.57
228876,82540,033241-0,635,20599.16,0.42
228877,19198,021328-4,669,16257.86,0.48
228878,47429,057049-4,817,13744.75,0.19
228879,77333,008181-7,385,12854.34,0.2
228880,88701,005017-2,743,20168.45,0.65
228881,94791,083028-3,852,18773.63,0.53
228882,80148,024080-0,904,14482.92,0.43
228883,62909,074003-9,318,29765.18,0.56
228884,61184,005492-5,376,15664.74,0.57
228885,70554,005182-9,541,20392.94,0.57
228886,41528,020005-0,321,13921.58,0.17
228887,20283,031056-5,786,9399.89,0.5
228888,14953,068007-9,871,25292.08,0.47
228889,96234,011130-9,341,11721.16,0.13
228890,63815,055035-3,993,12542.54,0.45
228891,69121,025142-9,861,27983.54,0.44
228892,49819,304005-4,829,21329.31,0.4
228893,32016,025289-1,307,28628.6,0.24
228894,23248,021130-3,424,22344.84,0.47
228895,27276,004100-9,740,4952.35,0.57
228896,27355,029003-3,848,13944.22,0.62
228897,92022,033241-0,717,16920.9,0.58
228898,90675,001546-6,660,6301.35,0.13
228899,58276,008245-7,911,7376.32,0.58
228900,68451,017008-9,501,26897.01,0.24
228901,31529,029108-0,595,8278.63,0.64
228902,46014,035154-7,334,8352.17,0.61
228903,30096,022137-6,432,20228.85,0.59
228904,56733,030005-5,645,14675.95,0.54
228905,13417,087006-4,626,13027.49,0.58
228906,81981,035136-9,434,19259.14,0.16
228907,80953,003162-3,439,4469.21,0.49
228908,25494,031041-7,658,19485.22,0.51
228909,23302,025183-6,421,17290.96,0.61
228910,65669,009272-0,467,13038.23,0.47
228911,46427,018092-0,362,28377.38,0.64
228912,72270,025056-2,516,11652.17,0.11
228913,68263,005545-0,661,4751.78,0.38
228914,50274,024272-1,945,3876.52,0.33
228915,38803,055010-8,556,26031.4,0.62
228916,39164,003405-3,355,28998.17,0.28
228917,48441,015164-5,594,18432.02,0.17
228918,73327,021368-3,756,19445.7,0.15
228919,86925,021140-0,553,17266.71,0.52
228920,61035,001236-0,770,26109.38,0.48
228921,23490,003345-6,784,24122.57,0.67
